id;chapter;index;name;aupadeshik;ganam;padam;settva;karma;kaumudi_dhatu_number;meaning;english_meaning;hindi_meaning
1060161;6;161;मृश्;मृशँ;तुदादि;परस्मैपदी;अनिट्;सकर्मकः;1425;आमर्शने;to touch;छूना, स्पर्श करना
1060162;6;162;नुद्;णुदँ;तुदादि;परस्मैपदी;अनिट्;सकर्मकः;1426;प्रेरणे;to inspire, to urge;प्रेरणा करना
1060163;6;163;सद्;षदॢँ;तुदादि;परस्मैपदी;अनिट्;अकर्मकः;1427;विशरणगत्यवसादनेषु;to go, to lose energy, to move, to be sad;चलना, शक्तिहीन होना, जाना, खिन्न होना
1060164;6;164;शद्;शदॢँ;तुदादि;परस्मैपदी;अनिट्;अकर्मकः;1428;शातने;to go, to lose energy, to move, to be sad;
1060165;6;165;मिल्;मिलँ;तुदादि;उभयपदी;सेट्;अकर्मकः;1429;सङ्गमे;to unite, to join, to get together;मिलना, संयुक्त होना, जुड़ना
1060166;6;166;मुच्;मुचॢँ;तुदादि;उभयपदी;अनिट्;सकर्मकः;1430;मोक्षणे;to free,to liberate,to leave, to release,to loosen,to abandon;मुक्त करना, छोड़ना, त्याग करना
1060167;6;167;लुप्;लुपॢँ;तुदादि;उभयपदी;अनिट्;सकर्मकः;1431;छेदने;to cut, to break, to slice;छेद करना, कतरना, चीरना, टुकड़े टुकड़े करना
1060168;6;168;विद्;विदॢँ;तुदादि;उभयपदी;अनिट्;सकर्मकः;1432;लाभे;to obtain, to receive;प्राप्त करना
1060169;6;169;लिप्;लिपँ;तुदादि;उभयपदी;अनिट्;सकर्मकः;1433;उपदेहे;to anoint,to besmear,to cover,to spread over,to stain;लीपना, पोतना, विलेपन करना
1060170;6;170;सिच्;षिचँ;तुदादि;उभयपदी;अनिट्;सकर्मकः;1434;क्षरणे;to sprinkle,to moisten;सींचना, छीटा देना
1060171;6;171;कृत्;कृतीँ;तुदादि;परस्मैपदी;सेट्;सकर्मकः;1435;छेदने;to cut, to break, to slice;कतरना, काटना
1060172;6;172;खिद्;खिदँ;तुदादि;परस्मैपदी;अनिट्;सकर्मकः;1436;परिघाते;to distress, to irritate;दुःख देना, सताना
1060173;6;173;पिश्;पिशँ;तुदादि;परस्मैपदी;सेट्;अकर्मकः;1437;अवयवे;to rip off, to grind, to cut into small parts;टुकड़े टुकड़े करना, चीरना, पीसना
1060174;6;174;फुल्;फुलँ;तुदादि;परस्मैपदी;सेट्;अकर्मकः;;सञ्चलने;to throb, to pulse, to move, to palpitate;हिलना, स्फुरित होना
1070001;7;1;रुध्;रुधिँर्;रुधादि;उभयपदी;अनिट्;द्विकर्मकः;1438;आवरणे;to obstruct, to surround, to besiege, to enclose, to obscure;रोकना, घेर लेना, घेरना
1070002;7;2;भिद्;भिदिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1439;विदारणे;to cut, to break, to divide;चीरना, तोडना
1070003;7;3;छिद्;छिदिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1440;द्वैधीकरणे;to cut,to grind, to truncate, to incise;छिन्न भिन्न करना
1070004;7;4;रिच्;रिचिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1441;विरेचने;to separate, to abort, to purify the body, to sweep, to cleanse the body;अलग होना, मलशुद्धि होना, गर्भपात कराना, झाड़ा होना
1070005;7;5;विच्;विचिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1442;पृथग्भावे;to divide,to separate,to remove from;अलग करना या होना, टूटना, छूटना
1070006;7;6;क्षुद्;क्षुदिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1443;सम्पेषणे;to crush, to grind, to powder;कूटना, पीसना, चूर्ण बनाना
1070007;7;7;युज्;युजिँर्;रुधादि;उभयपदी;अनिट्;सकर्मकः;1444;योगे;to bind,to restrain,to join,to unite,to apply, to combine;जुड़ना, मिलाप करना,एकत्र करना
1070008;7;8;छृद्;उँछृदिँर्;रुधादि;उभयपदी;सेट्;सकर्मकः;1445;दीप्तिदेवनयोः;to glow, to shine,to play;चमकना, प्रकाशित होना, क्रीड़ा करना, खेलना
1070009;7;9;तृद्;उँतृदिँर्;रुधादि;उभयपदी;सेट्;सकर्मकः;1446;हिंसानादरयोः;to kill,to destroy, to disregard, to insult;हिंसा करना, अपमान करना
1070010;7;10;कृत्;कृतीँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1447;वेष्टने;to surround, to cover;घेर लेना, वेष्टति करना
1070011;7;11;इन्ध्;ञिइन्धीँ;रुधादि;आत्मनेपदी;सेट्;अकर्मकः;1448;दीप्तौ;to shine, to glow;प्रकाशित होना
1070012;7;12;खिद्;खिदँ;रुधादि;आत्मनेपदी;अनिट्;अकर्मकः;1449;दैन्ये;to be sad, to be distressed, to have sorrow;खिन्न होना, दुःखी होना
1070013;7;13;विद्;विदँ;रुधादि;आत्मनेपदी;अनिट्;सकर्मकः;1450;विचारणे;to think, to meditate, to analyze, to reason upon;मनन करना, विचार करना
1070014;7;14;शिष्;शिषॢँ;रुधादि;परस्मैपदी;अनिट्;सकर्मकः;1451;विशेषणे;to distinguish,to criticize, to characterize;विशेषता बताना, भिन्नता दिखाना, गुण दोष दिखाना
1070015;7;15;पिष्;पिषॢँ;रुधादि;परस्मैपदी;अनिट्;सकर्मकः;1452;सञ्चूर्णने हिंसायाम् च;to grind,to powder,to crush, to kill, to destroy;चूर्ण करना, पीसना, मारना
1070016;7;16;भञ्ज्;भन्जोँ;रुधादि;परस्मैपदी;अनिट्;सकर्मकः;1453;आमर्दने;to destroy;नष्ट करना
1070017;7;17;भुज्;भुजँ;रुधादि;परस्मैपदी;अनिट्;सकर्मकः;1454;पालनाभ्यवहारयोः;to protect, to preserve, to eat, to consume;संरक्षण करना, पालन करना, खाना, भक्षण करना
1070018;7;18;तृह्;तृहँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1455;हिंसायाम्;to kill to destroy, to give pain;मार डालना, दुःख देना
1070019;7;19;हिंस्;हिसिँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1456;हिंसायाम्;to kill to destroy, to give pain;मारना, दुःख देना
1070020;7;20;उन्द्;उन्दीँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1457;क्लेदने;to moisten, to be wet;आर्द्र होना, गीला होना
1070021;7;21;अञ्ज्;अन्जूँ;रुधादि;परस्मैपदी;वेट्;सकर्मकः;1458;व्यक्तिम्रक्षणकान्तिगतिषु;to anoint, to polish, to smear;जोड़ना
1070022;7;22;तञ्च्;तन्चूँ;रुधादि;परस्मैपदी;वेट्;सकर्मकः;1459;सङ्कोचने;to contract, to reduce, to constrict;संकुचित होना, संकोच होना
1070023;7;23;विज्;ओँविजीँ;रुधादि;परस्मैपदी;सेट्;अकर्मकः;1460;भयचलनयोः;to fear,to tremble, to shiver, to be distressed, to move;डरना, डर से कम्पित होना, कांपना, आपदग्रस्त होना, चलना
1070024;7;24;वृज्;वृजीँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1461;वर्जने;to avoid,to abandon, to leave behind;छोड़ना, वर्जित करना
1070025;7;25;पृच्;पृचीँ;रुधादि;परस्मैपदी;सेट्;सकर्मकः;1462;सम्पर्के;to contact, to touch, to join, to unite;सम्पर्क करना, स्पर्श करना, संयोग करना
1080001;8;1;तन्;तनुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1463;विस्तारे;to spread, to stretch, to expand, to increase;फैलाना, बढ़ाना
1080002;8;2;सन्;षणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1464;दाने;to give, to donate;देना, दान करना
1080003;8;3;क्षण्;क्षणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1465;हिंसायाम्;to kill, to destroy, to irritate, to cause pain, to hurt, to break;मारना, जान से मार देना
1080004;8;4;क्षिण्;क्षिणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1466;हिंसायाम्;to kill, to destroy, to irritate, to cause pain, to hurt, to break;मारना, जान से मारना, दुःख देना, सताना, तोड़ना
1080005;8;5;ऋण्;ऋणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1467;गतौ;to go;जाना
1080006;8;6;तृण्;तृणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1468;अदने;to eat,to graze;खाना
1080007;8;7;घृण्;घृणुँ;तनादि;उभयपदी;सेट्;सकर्मकः;1469;दीप्तौ;to shine,to glow;चमकना, प्रकाशित होना
1080008;8;8;वन्;वनुँ;तनादि;आत्मनेपदी;सेट्;सकर्मकः;1470;याचने;to act,to beg,to request,to seek;याचना करना, मांगना
1080009;8;9;मन्;मनुँ;तनादि;आत्मनेपदी;सेट्;सकर्मकः;1471;अवबोधने;to understand, to regard, to think, to believe, to assume;जानना, समझना, विचार करना, मानना
1080010;8;10;कृ;डुकृञ्;तनादि;उभयपदी;अनिट्;सकर्मकः;1472;करणे;to do, to act, to make;करना
1090001;9;1;क्री;डुक्रीञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1473;द्रव्यविनिमये;to buy, to purchase;खरीदना, बदले में लेना
1090002;9;2;प्री;प्रीञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1474;तर्पणे कान्तौ च;to love, to satisfy, to wish, to desire, to show kindness;प्रीती करना, तृप्त करना, कामना करना
1090003;9;3;श्री;श्रीञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1475;पाके;to cook;पकाना
1090004;9;4;मी;मीञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1476;हिंसायाम्;to tie, to bind, to kill, to destroy, to hurt;बाँधना, मार डालना या दुःख देना
1090005;9;5;सि;षिञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1477;बन्धने;to tie, to bind, to string, to catch with a stick;बांधना, गूंथना, फन्दे से पकड़ना
1090006;9;6;स्कु;स्कुञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1478;आप्रवणे;to jump, to leap, to make something fly, to pull up, to cover;कूदना, फुदकना, ऊपर उठाना, उड़ाना, आच्छादित करना, ढकना
1090007;9;7;स्तम्भ्;स्तन्भुँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;सौत्रः;रोधने स्तम्भने च;to stop,to hinder,to become stiff, to obstruct;
1090008;9;8;स्तुम्भ्;स्तुन्भुँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;सौत्रः;रोधने निष्कोषणे च;to stop,to hinder,to become stiff, to obstruct;
1090009;9;9;स्कम्भ्;स्कन्भुँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;सौत्रः;रोधने स्तम्भने च;to stop,to hinder,to become stiff, to obstruct;
1090010;9;10;स्कुम्भ्;स्कुन्भुँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;सौत्रः;रोधने धारणे च;to stop,to hinder,to become stiff, to obstruct;
1090011;9;11;यु;युञ्;क्र्यादि;उभयपदी;अनिट्;सकर्मकः;1479;बन्धने;to tie, to bind;बांधना
1090012;9;12;क्नू;क्नूञ्;क्र्यादि;उभयपदी;सेट्;अकर्मकः;1480;शब्दे;to sound;शब्द करना, आवाज करना
1090013;9;13;द्रू;द्रूञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1481;हिंसायाम्;to kill, to destroy;हिंसा करना, मार डालना
1090014;9;14;पू;पूञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1482;पवने;to purify, to cleanse;पवित्र करना, स्वच्छ करना
1090015;9;15;शॄ;शॄञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1488P;हिंसायाम्;to kill, to destroy;हिंसा करना, मार डालना
1090016;9;16;लू;लूञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1483;छेदने;to cut, to pluck, to destroy, to dissolve;कतरना, काटना, चीरना
1090017;9;17;स्तॄ;स्तॄञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1484;आच्छादने;to wrap, to cover, to clothe;वस्त्रादि से आच्छादित करना, वस्त्र ओढ़ाना
1090018;9;18;कॄ;कॄञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1485;हिंसायाम्;to kill, to destroy;हिंसा करना, मार डालना
1090019;9;19;वॄ;वॄञ्;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1486;वरणे;to marry, to accept, to own, to choose;पसन्द करना, स्वीकार करना
1090020;9;20;धू;धूञ्;क्र्यादि;उभयपदी;वेट्;सकर्मकः;1487;कम्पने;to shake,to agitate, to tremble, to cause to shake, to cause to agigate, to tremble;कम्पित करना, हिलाना, क्षोभित करना
1090021;9;21;शॄ;शॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1488;हिंसायाम्;to kill, to destroy;हिंसा करना, मार डालना
1090022;9;22;पॄ;पॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1489;पालनपूरणयोः;to protect, to take care, to nurture, to complete, to fill, to fulfill;पालन करना, पूर्ति करना, पूर्ण करना, भरना
1090023;9;23;वॄ;वॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1490;वरणे;to marry, to accept, to own, to choose;वरण करना, पसन्द करना, आश्रय देना, संभालना
1090024;9;24;भॄ;भॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1491;भर्त्सने;to hate, to insult;घुड़कना, तिरस्कार करना, संरक्षण करना, पालन करना, धारण करना
1090025;9;25;मॄ;मॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1492;हिंसायाम्;to kill, to destroy, to hurt;मार डालना या दुःख देना
1090026;9;26;दॄ;दॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1493;विदारणे;to break apart, to tear off, to cut;चीरना, फाड़ना, टुकड़े टुकड़े करना
1090027;9;27;जॄ;जॄ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1494;वयोहानौ;to grow old;जीर्ण होना, वृद्ध होना
1090028;9;28;झॄ;झॄ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1494P;वयोहानौ;to grow old;
1090029;9;29;धॄ;धॄ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1494P;वयोहानौ;;
1090030;9;30;नॄ;नॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1495;नये;to take away, to carry;ले जाना
1090031;9;31;कॄ;कॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1496;हिंसायाम्;to kill, to destroy;मारना, मार डालना, दुःख देना
1090032;9;32;ॠ;ॠ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1497;गतौ;to go;जाना
1090033;9;33;गॄ;गॄ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1498;शब्दे;to sound, to talk;शब्द करना
1090034;9;34;ज्या;ज्या;क्र्यादि;परस्मैपदी;अनिट्;अकर्मकः;1499;वयोहानौ;to become old,to decay;वृद्ध होना, जीर्ण होना, पुराना होना
1090035;9;35;री;री;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1500;गतिरेषणयोः;to go, to howl, to kill, to destroy, to hurt;जाना, शिशुप्राणी के समान पुकारना, पीड़ा करना, दुःख देना, मारना
1090036;9;36;ली;ली;क्र्यादि;परस्मैपदी;अनिट्;अकर्मकः;1501;श्लेषणे;to adhere to, to be absorbed,to get dissolved;युक्त होना, प्राप्त होना, मिलना
1090037;9;37;व्ली;व्ली;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1502;वरणे;to choose,to select,to find, to marry, to cover, to glean;पसंद करना, ढूंढ निकालना, बीनना
1090038;9;38;ब्ली;ब्ली;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1502P;वरणे;to choose,to select,to find, to marry, to cover, to glean;
1090039;9;39;प्ली;प्ली;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1503;गतौ;to go;जाना
1090040;9;40;व्री;व्री;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1504;वरणे;to choose,to select,to find, to marry, to cover, to glean;वरण करना, चुनना, ढूंढकर निकालना, पसन्द करना, बीनना
1090041;9;41;भ्री;भ्री;क्र्यादि;परस्मैपदी;अनिट्;अकर्मकः;1505;भये;to fear,to support, to wear, to obey;डरना, धारण करना, आश्रय देना, पालन करना
1090042;9;42;क्षी;क्षीष्;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1506;हिंसायाम्;to kill, to destroy, to cause pain, to hurt;दुःख देना, पीड़ा देना, मार डालना
1090043;9;43;ज्ञा;ज्ञा;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1507;अवबोधने;to know, to realize, to understand;जानना, समझना
1090044;9;44;बन्ध्;बन्धँ;क्र्यादि;परस्मैपदी;अनिट्;सकर्मकः;1508;बन्धने;to tie, to bind;बांधना
1090045;9;45;वृ;वृङ्;क्र्यादि;आत्मनेपदी;सेट्;सकर्मकः;1509;सम्भक्तौ;to serve, to worship, to care;सेवा करना, परिश्चर्या करना
1090046;9;46;श्रन्थ्;श्रन्थँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1510;विमोचनप्रतिहर्षयोः;to leave, to liberate, to set free, to be happy;त्याग करना, विमोचन करना, आनन्द करना
1090047;9;47;मन्थ्;मन्थँ;क्र्यादि;परस्मैपदी;सेट्;द्विकर्मकः;1511;विलोडने;to churn,to shake,to agitate;विलोना, मथना
1090048;9;48;श्रन्थ्;श्रन्थँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1512;सन्दर्भे;to arrange, to put in sequence;रचना करना, क्रम से रखना
1090049;9;49;ग्रन्थ्;ग्रन्थँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1513;सन्दर्भे;to arrange, to put in sequence;ग्रन्थ लिखना, सन्दर्भ लगाना
1090050;9;50;कुन्थ्;कुन्थँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1514;संश्लेषणे;to stay together;मिलकर रहना
1090051;9;51;मृद्;मृदँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1515;क्षोदे;to powder, to cut, to grind;पीसना, कूटना, चूर्ण करना, मर्दन करना
1090052;9;52;मृड्;मृडँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1516;क्षोदे सुखे च;to powder, to cut, to grind, to make happy;चूर्ण करना, कूटना, सुख देना
1090053;9;53;गुध्;गुधँ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1517;रोषे;to be angry;क्रोध करना
1090054;9;54;कुष्;कुषँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1518;निष्कर्षे;to take out, to extract, to examine a metal, to investigate purity of a metal;बाहर निकालना, रगड़ के निकालना, कसौटी पर घिसके सोने आदि की परीक्षा करना
1090055;9;55;क्षुभ्;क्षुभँ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1519;सञ्चलने;to tremble, to shake, to agitate;मथना
1090056;9;56;नभ्;णभँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1520;हिंसायाम्;to kill, to destroy;मार डालना
1090057;9;57;तुभ्;तुभँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1521;हिंसायाम्;to kill, to detroy;मार डालना
1090058;9;58;क्लिश्;क्लिशूँ;क्र्यादि;परस्मैपदी;वेट्;अकर्मकः;1522;विबाधने;to torment, to distress, to hurt, to suffer, to misbehave;क्लेश या दुःख देना, हरकत करना, दुःख सहन करना
1090059;9;59;अश्;अशँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1523;भोजने;to eat, to consume;खाना, भोजन करना
1090060;9;60;ध्रस्;उँध्रसँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1524;उञ्छे;to gather, to pick, to glean;बीनना, एक एक करके चुनना, ऊपर फेंकना, उडा देना
1090061;9;61;इष्;इषँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1525;आभीक्ष्ण्ये;to repeat;बार बार करना
1090062;9;62;विष्;विषँ;क्र्यादि;परस्मैपदी;अनिट्;अकर्मकः;1526;विप्रयोगे;to remove, to throw away, to separate the undesired part;उपयोग न होने से अलग करना या निकाल देना
1090063;9;63;प्रुष्;प्रुषँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1527;स्नेहनसेवनपूरणेषु;to soften, to be greasy, to irrigate, to complete, to fill;सौम्य होना, स्निग्ध होना, चिकना होना, सींचना, पूर्ण करना, भरना
1090064;9;64;प्लुष्;प्लुषँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1528;स्नेहनसेवनपूरणेषु;to soften, to be greasy, to irrigate, to complete, to fill;सौम्य होना, स्निग्ध होना, चिकना होना, सींचना, पूर्ण करना, भरना
1090065;9;65;पुष्;पुषँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1529;पुष्टौ;to nourish,to bring up,to support;पालन करना, पोषण करना
1090066;9;66;मुष्;मुषँ;क्र्यादि;परस्मैपदी;सेट्;द्विकर्मकः;1530;स्तेये;to steal;चुराना, चोरी करना
1090067;9;67;खच्;खचँ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1531;भूतप्रादुर्भावे;to occur in abundance;मर्यादा होने पर भी देर से जन्म लेना, संपत्ति युक्त करना, स्वेच्छया पवित्र करना
1090068;9;68;खव्;खवँ;क्र्यादि;परस्मैपदी;सेट्;अकर्मकः;1531P;भूतप्रादुर्भावे;to occur in abundance;
1090069;9;69;हेठ्;हेठँ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;1532;भूतप्रादुर्भावे;to occur in abundance;मर्यादा होने पर भी देर से जन्म लेना, संपत्ति युक्त करना, स्वेच्छया पवित्र करना
1090070;9;70;स्वॄ;स्वॄ;क्र्यादि;परस्मैपदी;सेट्;सकर्मकः;;वरणे;to marry, to accept, to own, to choose;वरण करना, पसन्द करना, आश्रय देना, संभालना
1090071;9;71;ग्रह्;ग्रहँ;क्र्यादि;उभयपदी;सेट्;सकर्मकः;1533;उपादाने;to take, to accept, to obtain;लेना, स्वीकार करना
1100001;10;1;चुर्;चुरँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1534;स्तेये;to steal;चोरी करना
1100002;10;2;चिन्त्;चितिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1535;स्मृत्याम्;to contemplate,to think,to discuss,to remember, to worry;चिन्तन करना, स्मरण करना, याद करना, चिन्ता करना
1100003;10;3;यन्त्र्;यत्रिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1536;सङ्कोचे;to restrain,to shy;संकोच करना, लजाना
1100004;10;4;स्फुण्ड्;स्फुडिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1537;परिहासे;to make fun of, to laugh at, to joke;विनोद करना, हसी करना, थट्टा करना
1100005;10;5;स्फुण्ट्;स्फुटिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1537P;परिहासे;to make fun of, to laugh at, to joke;
1100006;10;6;लक्ष्;लक्षँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1538;दर्शनाङ्कनयोः;to observe,to see,to look, to mark, to point, to deliberate;देखना, चिन्ह करना, संकेत लगाना, तारतम्य देखना, विवेचन करना
1100007;10;7;कुन्द्र्;कुद्रिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1539;अनृतभाषणे;to tell a lie;झूठ बोलना
1100008;10;8;कुद्;कुदृँ;चुरादि;उभयपदी;सेट्;सकर्मकः;;अनृतभाषणे;to tell a lie;
1100009;10;9;स्पुण्ड्;स्पुडिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;;परिहासे;to make fun of, to laugh at, to joke;विनोद करना, हसी करना, थट्टा करना
1100010;10;10;लड्;लडँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1540;उपसेवायाम्;to serve, to obey, to desire, to wish;पालन करना, चाहना
1100011;10;11;मिन्द्;मिदिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1541;स्नेहने;to soften, to melt, to become greasy, to love;स्निग्ध होना, पिघलना, पोतना, प्रीती करना, नरम होना
1100012;10;12;मिद्;मिदँ;चुरादि;उभयपदी;सेट्;सकर्मकः;;स्नेहने;to soften, to melt, to become greasy, to love;
1100013;10;13;लण्ड्;ओँलडिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1542P;उत्क्षेपणे;to throw up;ऊपर फेंकना, ऊपर उड़ाना
1100014;10;14;ओलण्ड्;ओलडिँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1542;उत्क्षेपणे;to throw up;
1100015;10;15;जल्;जलँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1543;अपवारणे;to cover,to hide, to cover by net;ढांकना, निवारण करना, जाल से ढांकना
1100016;10;16;लज्;लजँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1543P;अपवारणे;to cover,to hide, to cover by net;
1100017;10;17;पीड्;पीडँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1544;अवगाहने;to harass,to annoy,to irritate,to give pain;दुःख देना, पीड़ा करना, चेताना
1100018;10;18;नट्;नटँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1545;अवस्पन्दने;to enact, to dance, to act, to show;दिखाना
1100019;10;19;श्रथ्;श्रथँ;चुरादि;उभयपदी;सेट्;अकर्मकः;1546;प्रयत्ने;to make effort, to try, to set out;प्रयत्न करना, जाना
1100020;10;20;बध्;बधँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1547;संयमने;to bind,to restrain,to control;नियंत्रित करना, बांधना
1100021;10;21;बन्ध्;बन्धँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1547P;संयमने;to bind,to restrain,to control;
1100022;10;22;पॄ;पॄ;चुरादि;उभयपदी;सेट्;सकर्मकः;1548;पूरणे;to fill, to complete;भरना, पूर्ण करना
1100023;10;23;ऊर्ज्;उर्जँ;चुरादि;उभयपदी;सेट्;अकर्मकः;1549;बलप्राणनयोः;to be strong,to live with energy, to win;शक्तिमान होण ,पराक्रमी होना, जीना, जिलाना
1100024;10;24;पक्ष्;पक्षँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1550;परिग्रहे;to seize,to accept,to take side;ग्रहण करना, लेना, एक पक्ष का स्वीकार करना, एक और होना
1100025;10;25;वर्ण्;वर्णँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1551;प्रेरणे;to order, to motivate, to inspire, to paint, to color;आज्ञा करना, प्रेरणा करना, रंग देना, रंगना, खींचना, संकोच करना
1100026;10;26;चूर्ण्;चुर्णँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1552;प्रेरणे ;to order, to motivate, to inspire, to paint, to color, to pull;आज्ञा करना, प्रेरणा करना, रंग देना, रंगना, खींचना, संकोच करना
1100027;10;27;प्रथ्;प्रथँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1553;प्रख्याने;to expand scope, to spread;विस्तार करना, फैलाना, जावना
1100028;10;28;पृथ्;पृथँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1554;प्रक्षेपे;to throw,to send,to direct, to inspire;फेंकना, उड़ाना, प्रेरणा करना, भेजना
1100029;10;29;पथ्;पथँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1554P;प्रक्षेपे;to throw,to send,to direct, to inspire;
1100030;10;30;सम्ब्;षन्बँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1555;सम्बन्धने;to join, to articulate;संयोग करना, मिलाप करना, जोड़ना
1100031;10;31;शम्ब्;शन्बँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1556;सम्बन्धने;to join, to articulate;ढेर करना, बटोरना, एकत्र करना, जोड़ना
1100032;10;32;साम्ब्;सान्बँ;चुरादि;उभयपदी;सेट्;सकर्मकः;1556P;सम्बन्धने;to join, to articulate;
